"review_id","rating","content","author","publication_date","scrape_date"
"006fd85ddab27dc33db24a294a8e0132","2","Globalement LM est le meilleur pour l'outillage et les matériaux mais il faut en rester la avec eux.




j'ai eu la très mauvaise idée d'opter pour une cuisine Leroy Merlin , ce fut un cauchemar a tous les niveaux, et je n'ai eu que des déboires et je n'en ai pas fini.




Déjà , ce qu'il faut savoir c'est que contrairement a l'idée reçue,  la qualité des cuisines LM est inférieure a celle de la marque suédoise  à plusieurs égards .


Ceux qui ont eu a faire au système de fixation de leurs meubles haut savent de quoi je parle.




Pour commencer on vous oblige a prendre un RV payant avec un concepteur qui le plus souvent vous fera acheter des éléments optionnels inutiles et qui  rendront votre projet hors cotes, (pour exemple des panneaux latéraux blanc pour des caissons déjà blanc dont l'épaisseur et non prise en compte dans la conception et vous feront donc  dépasser de l'espace disponible que vous aviez pourtant mentionné . 


J'ai du rapporter par mes propres moyen des panneaux  ( joues ) dont un de 230cm sur 60cm pour me les faire rembourser . 


sans parler des mauvais conseils du concepteur comme le fait de me faire prendre des meubles hauts de 40 cm de large quand j'avais  pourtant précisé que c'était pour mettre un micro onde (aucun micro onde sur le marché ne rentre dans 40cm de large .)


meubles hauts que j'ai perdu ( car il était déjà montés , j'ai du recommander  en 60 ) 




J'ai opté pour un modèle ""Tokyo"" qui est une copie pure et simple du modèle ""Voxtorp"" de chez le concurrent suédois,  ( LM le propose en plus cher et en moins qualitatif donc.)


La seule raison pour laquelle j'ai pris LM au départ c'est pour l'électroménager tout intégrable de bonne marque qui est compatibles avec LM contrairement à La marque suédoise qui ne proposait quant a elle  que  sa gamme d électroménager très mal notée. 




Juste un exemple de mesquinerie.  Les portes sur ce modèle sont réversibles haut bas ,  ce qui fait que les trous pour les charnières seront visibles du coté ou vous ne les aviez pas installées . 


La marque suédoise fournie les caches pour ces trous   , chez LM ces caches sont absents , et sont vendus séparément et très chers.) 




Les délais sont délirants pour commander une simple porte , même pour une  paire de charnière  j'ai du patienter 10 jours car il n'y avait pas de stock .




Je ne compte même pas les nombreux déplacements inutiles dans les LM de région parisienne pour des éléments marqués en stock sur le site mais qui en réalité ne l'étaient pas une fois sur place.




Projet que je n'ai donc pas pu finir à temps et qui est toujours en attente ( on parle de plus d'un mois et demi pour quelques éléments de cuisine  dont une partie toujours pas livrés avec des dates de disponibilité déjà reportées plusieurs fois , je n'ai a ce jour aucune certitude quant a la date de réception effective de mes portes.




Dernière remarque,  je poste ici  ce commentaire car j'avais posté sur leur site mon avis pourtant honnête et tout a fait argumenté concernant un produit , l'avis a été rejeté 3 fois pour des motifs a chaque fois complètement fallacieux et ca c'est assez mal passé après toutes les galères que j'ai déjà eu a subir avec eux.




Regrets pour ma part et je resterais désormais chez le concurrent pour tout projet d'aménagement que ce soit cuisine ou SDB .","Info Resa","2025-08-24","2025-08-28"
"94660d3c426f3c0f25d1c20ccb9253f6","1","Je met une étoile car peux pas mettre moins ,inutile d’embaucher du personnel saisonnier ils sont bon à Rien et vous n’avez plus rien de disponible en rayon qui pourtant figure sur votre site.vous n’êtes plus à la hauteur comparé à des années antérieures","Gosselin","2025-08-23","2025-08-28"
"40d1d43de89bbeb6992396bb2474692b","1","Comme par hasard après leur demande LM n'a pas publié mon avis et pour cause!!! Après quelques relances j'ai retrouvé mon colis dans le jardin! Ce n'était pas le père Noel mais le livreur qui sans s'être manifesté avait tout simplement jeté mon colis par dessus la cloture alors qu'en famille j'étais chez moi. LM rejette tous les avis qui dérangent, pour avoir une fausse bonne appréciation","Srg TNS","2025-08-23","2025-08-28"
"d8b2e61253dd435441e1a14425e33ad7","1","23/08/25 Machine à laver le linge ne se vide pas. Je fais la vidange par le bas et m’aperçois qu’un joint est cassé. Je sais que j’ai une boîte de joint toutefois, par acquis de conscience, je vais chez Leroy Merlin : rayon plomberie. J’explique au vendeur que l’on me nomme technicien qu’en chemin j’ai perdu le joint ce qui est vrai mais, je lui montre la pièce de vidange que j’ai dévissé. Il me dit qu’il n’a pas le joint de rechange parce qu’il faut un joint particulier et que de toute façon il faut changer toute la pièce.


 Il s’en va. J’hésite. Suis très dubitative en raison d'autres expériences dans ce magasin.


Je reviens au rayon des joints qui se vendent par sachet en prend un et vais le lui montrer. Il mesure et me dit : non, tout en soutenant sa « thèse » du changement intégral.


Je n’insiste pas, rentre chez moi, cherche ma boîte à joint, le premier est grand, le second se place pile poil. Aucun besoin de joint spécial et non plus de changement de pièce. 


En lisant ce bref témoignage,  je suis sûre que nous partageons le même avis à propos de la confiance à accorder à un vendeur qualifié.","FA","2025-08-23","2025-08-28"
"a8c8998601a00194ec584d813fb6a4d9","3","J'ai acheté le 15 août un treillis extensible de la marque JANY qui m'est apparu très  fragile par son manque de rigidité et aussi à cause du manque de résistance des pièces de fixation des intersections des croisillons qui se désolarisent très  librement. En outre j'ai constaté que les dimensions mentionnées : 3,00 X 1,00 M ne sont pas respectées  celles dont j'avais besoin en effet à  1 M de large l'extension ne permet qu'une hauteur de 2,90 M si on fait une extension à 3 M alors on à une largeur de mon d'1 M.


A cela j'ajoute que la découpe faite par le fabricant n'est pas rectiligne' cela compliqué pour la pose.","GHIS","2025-08-23","2025-08-28"
"5f916c64b4c985a0f4fd3a5a84f61616","1",""" Notre équipe a lu votre commentaire et vous en remercie, cependant il ne respecte pas les règles de dépôt d'avis. Votre avis n'a pas pu être approuvé car il : Orienté sur l'expédition/la livraison ""




Et bah non les copains, j'ai bien dit que le produit était nul. Vous voulez pas que vos vendeurs aient de mauvais avis ? Eh bah vous prenez les mauvais avis à la place !","Félix","2025-08-22","2025-08-28"
"8a1b19aa1b0d81524064fd07f972e1bb","1","J’ai passé une commande chez Leroy Merlin Compiegne pour me faire livrer le 20 août, la commande a été annulée sans que je le sache, il a été reprogrammé le 21 août entre 11 heures et 13 heures, j’ai appelé deux fois dans la matinée jusqu’à présent pour savoir ce qu’il en était, on m’a dit que la commande était bien parti et que j’allais la recevoir vous enverrons de 13 heures alors où j’écris ce message, il est déjà 15 heures. Je n’ai toujours pas reçu ma commande et un autre transporteur m’a contacté pour me dire qu’il allait seulement récupérer la commande maintenant. Donc je pense qu’il y a un réel sérieux de la part de Leroy Merlin Compiègne ils ne sont vraiment pas professionnel et nous tiennent vraiment pas au courant de votre commande. Je vous invite donc à ne pas aller chez eux, car vous risquez d’avoir le même désagrément que moi.","Jean-Paul henry","2025-08-22","2025-08-28"
"c6133157977d82452446c2029b052307","1","J’ai reçu un salon de jardin défectueux, avec en plus une livraison qui s’est mal passée.


Cela fait plus de 2 mois que j’attends une réponse, malgré plusieurs relances. Toujours rien.


C’est inadmissible. Je demande une solution et une prise en charge immédiate.","Solenn","2025-08-22","2025-08-28"
"b1ba2688de55e3b654ba9114ac90da84","1","Je suis clients de chez leroy merlin 


Un vendeur m'a vendu un produit avec soi-disant une carte micro sd à l'intérieur alors que ce n'est pas le cas et il me dit qu'il en faut une et je dois la payer ,pas de geste commercial 


Je suis très déçue","Anthony Devot","2025-08-21","2025-08-28"
"3bc18b00d275a9017a7871a1a742208b","1","Commande d'une piscine en mai, 1 mois 1/2 après toujours pas livré, demande de remboursement. Remboursement à ce jour toujours pas effectué. Envoyé une douzaine de mail sans AUCUNE réponse, heureusement accueil téléphonique correct mais malheureusement pas de résultat...


Commande Leroy Merlin en ligne à fortement éviter.","thierry sartout","2025-08-21","2025-08-28"
"def55d6173d6e3afdd2b39e0d2525434","1","Il y a quelques années, j'ai acheté un laser, que j'ai payé en plusieurs fois, un"" Stanley cross 360"". Je m'en suis servi une fois et aujourd'hui, il ne fonctionne plus. Je l'ai stocké au sec et sans les piles. C'est de la fiante, plus jamais j'achèterais cette bouse !","Pierre Bossuet","2025-08-21","2025-08-28"
"b4c8a96406e1153267ac101cc383ad42","1","Achat plots de terrasse: une cour de matériaux immense, personne pour informer le client mais beaucoup de personnes pour encaisser.


Articles dans des sacs fermés, pas de modèle en expo, signalétique double non visible différenciée par une croix, vendeur à l’intérieur du magasin alors que les produits sont à l’extérieur, personne sur le stand à l’intérieur du magasin ( sans doute à la machine à café). Arrivé à la caisse erreur sur le prix, forcément j’ai pris le mauvais article vu le manque de renseignement. Personne pour vous aider ( j’ai 66 ans) ,obligé de refaire un tour et décharger, recharger les sacs. Je m’était jurer de ne plus y retourner il y a dix ans, force de constater que rien n’a changer.


Quand j’en parle à la caissière, expliquant qu’ils ont perdu beaucoup d’argent vu que je bricole beaucoup, elle me répond qu’ils ne manquent pas de clients!!!


Drôle de réponse, mais vu le nombre d’avis négatif je ne suis pas le seul à me plaindre.


Il y a beaucoup de choix c’est vrai mais pour le reste…


c’est plutôt Merlin l’enchanteur : « je vais faire disparaître le service client et le service après vente!!! »","jean CANETE","2025-08-21","2025-08-28"
